Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5610","Import quantity","F2073","Pigmeat (meat equivalent)","2024","2024","t","981.08","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F2073","Pigmeat (meat equivalent)","2024","2024","1000 USD","4331.96","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F2073","Pigmeat (meat equivalent)","2024","2024","t","331.46","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F2073","Pigmeat (meat equivalent)","2024","2024","1000 USD","1305.59","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1806","Beef and Buffalo Meat, primary","2022","2022","t","7.45","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1806","Beef and Buffalo Meat, primary","2022","2022","1000 USD","454.43","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1806","Beef and Buffalo Meat, primary","2022","2022","t","1060081.36","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1806","Beef and Buffalo Meat, primary","2022","2022","1000 USD","2949583.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1806","Beef and Buffalo Meat, primary","2023","2023","t","13","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1806","Beef and Buffalo Meat, primary","2023","2023","1000 USD","369.92","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1806","Beef and Buffalo Meat, primary","2023","2023","t","1140175.28","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1806","Beef and Buffalo Meat, primary","2023","2023","1000 USD","3306920.1","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1806","Beef and Buffalo Meat, primary","2024","2024","t","17.76","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1806","Beef and Buffalo Meat, primary","2024","2024","1000 USD","259.99","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1806","Beef and Buffalo Meat, primary","2024","2024","t","1120402.79","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1806","Beef and Buffalo Meat, primary","2024","2024","1000 USD","3616971.35","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1807","Sheep and Goat Meat","2022","2022","t","129.41","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1807","Sheep and Goat Meat","2022","2022","1000 USD","1372.36","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1807","Sheep and Goat Meat","2022","2022","t","9374.94","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1807","Sheep and Goat Meat","2022","2022","1000 USD","65021.86","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1807","Sheep and Goat Meat","2023","2023","t","350.46","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1807","Sheep and Goat Meat","2023","2023","1000 USD","3108.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1807","Sheep and Goat Meat","2023","2023","t","10319.54","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1807","Sheep and Goat Meat","2023","2023","1000 USD","72722.07","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1807","Sheep and Goat Meat","2024","2024","t","305.32","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1807","Sheep and Goat Meat","2024","2024","1000 USD","2408.09","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1807","Sheep and Goat Meat","2024","2024","t","11229.56","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1807","Sheep and Goat Meat","2024","2024","1000 USD","80689.18","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1808","Meat, Poultry","2022","2022","t","185.16","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1808","Meat, Poultry","2022","2022","1000 USD","769.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1808","Meat, Poultry","2022","2022","t","4751.51","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1808","Meat, Poultry","2022","2022","1000 USD","9538.17","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1808","Meat, Poultry","2023","2023","t","204.32","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1808","Meat, Poultry","2023","2023","1000 USD","1022.61","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1808","Meat, Poultry","2023","2023","t","4688.48","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1808","Meat, Poultry","2023","2023","1000 USD","7912.04","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1808","Meat, Poultry","2024","2024","t","158.7","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1808","Meat, Poultry","2024","2024","1000 USD","666.59","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1808","Meat, Poultry","2024","2024","t","8074.04","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1808","Meat, Poultry","2024","2024","1000 USD","14379.98","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1811","Butter and Ghee","2022","2022","t","2155.1","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1811","Butter and Ghee","2022","2022","1000 USD","2020.26","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1811","Butter and Ghee","2022","2022","t","298875.54","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1811","Butter and Ghee","2022","2022","1000 USD","207304.41","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1811","Butter and Ghee","2023","2023","t","1712.84","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1811","Butter and Ghee","2023","2023","1000 USD","1521.37","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1811","Butter and Ghee","2023","2023","t","166795.36","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1811","Butter and Ghee","2023","2023","1000 USD","143113.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1811","Butter and Ghee","2024","2024","t","2166.71","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1811","Butter and Ghee","2024","2024","1000 USD","2013.95","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1811","Butter and Ghee","2024","2024","t","461241.26","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1811","Butter and Ghee","2024","2024","1000 USD","317760.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1745","Cheese (All Kinds)","2022","2022","t","6863.74","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1745","Cheese (All Kinds)","2022","2022","1000 USD","11701.06","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1745","Cheese (All Kinds)","2022","2022","t","33078.92","A","Official value",""
